ID,SC,Level,Synopsis,Understanding,Links,Summary,Environment,Issue,Testing,Screengrab,ProductNote,Labels,Impact,Status,Assignment,Implementation,Notes,JIRA,Estimate
A11YCHAT027,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=text-chat,"Update Related Content Headings and Remove Tabindex, Role, and Aria-level.","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On the ""Related Content"" headings, please change these from an _h4_ to an _h3_ and remove the _tabindex_, _role_, and _aria-level_ attributes. Tabindexs should not exist on non-interactive elements and _role=""heading""_ and _aria-level_ are unnecessary here since we are *already* using a heading. Adjust CSS as needed to match current style. 

*Before*

{code}<h4 tabindex=""0"" role=""heading"" aria-level=""4"">About this event</h4>{code}

*After*

{code}<h3>About this event</h3>{code}","Verify that heading is adjusted, and that unnecessary ARIA is removed.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YCHAT027.png",,"""HE_Chat"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YCHAT028,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=text-chat,"Remove Tabindex and ""Document"" Role from Related Content Block","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On the ""Related Content"" content blocks, please remove _tabindex_ and _role=""document""_. Non-interactive elements must not include a tabindex and _role=""document""_ is simply unnecessary here and may interfere with assistive technology.",Verify that all Related Content blocks no longer include unnecessary _tabindex_ attributes and cannot be tabbed to via keyboard (except if element within happens to be interactive by default) and that requested _role_ is removed.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YCHAT028.png",,"""HE_Chat"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YDISCUSSION001,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=text-video-audio ","""Discussion"" Component Requires Several Accessibility Improvements","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","
The ""Discussion"" Component appears to have a few critical issues: 

*TODO*

1. The ""Write a comment…"" field is missing a visible and accessible name. Please add and make sure the _label_ is programmatically tied to the field with a _for_ attribute. 

2. When a user types a comment into the discussion fields and presses the ""Post"" button, focus appears to be lost and is placed on ""Privacy Notice"" link. Focus should not leave the button. If this is caused by an ajax refresh, please set focus back on the ""Post"" button after a message has been posted, for the time being and as a temporary fix. 

3. When a user deletes a comment via keyboard, focus is lost, causing the user to have to tab back to the discussion component. When a reply is deleted, focus should likely be placed on the next active comment. This can be done by adding _tabindex=""-1""_ and applying focus to the next adjacent reply. ",Verify that field has a visible _label_ and make sure it is programmatically tied to field. Also ensure that focus is not lost and remains where it is after a message has been posted.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YDISCUSSION001.png
 
https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YDISCUSSION001.mp4 
",,"""HE_Discussion"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YFORMS035,1.3.5: Identify Input Purpose,AA,"Make the meaning of common inputs available via technology
",https://www.w3.org/WAI/WCAG22/Understanding/identify-input-purpose,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!eventRegistration;eventCode=LrqwkhD;registrationEditMode=false,Form Fields Should Contain Helpful Autocomplete Attributes,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","This is a minor issue now, but something I logged as well as the client. It is considered helpful to all users when common form inputs, like First Name, Last Name, etc. include specific autocomplete values to help facilitate quicker and more efficient entry, this is particularly useful for people with attention deficit disorders, cognitive impairments, reduced mobility, low vision, or blind users. 

Please review the different kinds of autocomplete values available and implement as you see fit across all forms throughout application, especially Registration. 

https://developer.mozilla.org/en-US/docs/Web/HTML/Attributes/autocomplete ",Verify that relevant fields now include auto complete values and are working properly with various assistive technologies.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YFORMS035.png,,"""HE_Forms"", ""S4_Low"", ""Effort_Easy""",Minor,Fail,Product Support,Failed in Preview,,,0
A11YFORMS036,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,https://app.brazenconnect.com/a/UHGOptum/e/EB6yw,Forms That Require All Fields Must Indicate So.,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","This was a client logged issue (and one I agree with). If any form includes fields that are all required, it should be expressly stated, and we should be including the phrase ""All fields are required"" in any verbiage at top of the form. 

I think it will be important to inventory the forms in use across the application and see where we can make such improvements. If the required fields are determined via the admin tool, then we may need to also include logic that checks to see if all fields are required and then print out the proper message. Including this sets the proper expectation for both UX and AX and makes it clear that all fields should be filled out. This is different from ""* indicates a required field."", which should only be used when only some fields are necessary. We can backburner this one for now, but I have called it out enough items n my own audits and have seen it come up in third-party audits enough to know it will be an issue again.","Verify that ""All fields are required"" is added above form when all form fields are required.",,,"""HE_Forms"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL001,2.4.7: Focus Visible,AA,Ensure keyboard focus is visible and clear,https://www.w3.org/WAI/WCAG22/Understanding/focus-visible,https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp ,Focus Outline Missing on All Interactive Elements,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please inspect all stylesheets used across application and remove all references to _outline: 0_ and _outline: 0_. When I tab through the UI, I will expect to see the browsers default focus ring present on all interactive elements. While removing focus may create some undesirable outlines on elements, like input fields, it is for the greater good of access. This is the first phase of addressing focus properly application wide. The next step will be to develop a custom focus ring for all elements, to create consistent cross-browser experience. All further missing focus ring issues will be ignored until this task is complete and I will follow up with re-checking focus states when we review colors and contrast (which focus states may also fall under).",Spot-check pages and ensure that all interactive components include the default browser focus ring when tabbing through the UI.,,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL002,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/cc/#!home,Primary Navigation Menu Button Requires Improvement to Be Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The button to change the state of the menu (upper left hamburger menu) does not have _aria-expanded_ attribute to communicate to AT users the state of the menu. When expanded, _aria-expanded=""true""_ and when collapsed, _aria-expanded=""false""_ should be set. 

*TODO* 

1. Change _aria-label_ to ""Menu"".

2. Do not toggle _aria-label_ value. Remove this functionality. 

3. Add _aria-expanded_ and toggle state (true or false) when pressed. 

4. Remove _tabindex=""0""_.","Verify that button operates as it should, and that state can be communicated to user via _aria-expanded_.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL002.png,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL003,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://app.brazenconnect.com/cc/#!home,Landmark Regions Are Missing,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On a web page or web app, being able to orient oneself is very important. Visually, we can do this easily, A header is designed to look like a header, and so it becomes a recognizable landmark to help visual users understand and better navigate the site. But how do we convey this to assistive technology? HTML has built in landmarks that we should be leveraging application wide. For example, the header should utilize the *header* element. The footer would use the *footer* element and the main content area would use the, you guessed, it, *main* element. There are other landmarks we can be using such as a *nav* for the navigation and, in some cases, defining a specific *region* or *group* for the ARIA role attribute. I caught this issue and so did clients, so when the times comes to address this issue, please assign this back to me and I will make more detailed recommendations. I really need to take a deep dive into the structure to figure out the best reccommendations. The UI is literally covered in div elements, so we also need to take great care to either replace these with landmarks as well OR move certain elements into the landmarks we create. This will take considerable time to get right in an application like this. I'm thinking that perphas a piecemeal approach here is probably a better strategy. ",TBD,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL003-1.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL003-2.png",,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Landmark""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL004,2.4.1: Bypass Blocks,A,Provide a ‘Skip to Content’ link,https://www.w3.org/WAI/WCAG22/Understanding/bypass-blocks,https://app.brazenconnect.com/cc/#!home,"A ""Skip Navigation"" Link Is Required","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please ensure that a ""Skip Navigation"" link is implemented across all pages of the application to bypass the left navigation. Providing these links is helpful for keyboard users so that they do not need to tab through a lot of items in the navigation. Similar can be said of other components across the site if they exhibit excessive tabbing, but we will revisit those later. For now, just focus on the bypassing the left navigation. 

*TODO* 

1. The link should say ""Skip to main content"".

2. The link should be presented visually when user tabs through the UI and often it is the first item one can tab to in the interface. See screengrab for example.

3. Pressing this link should jump a user to the primary content of the page, via a simple link anchor, allowing user to bypass the navigation. 

4. A simple HTML anchor can be used here. No JavaScript needed. See Screengrab.","Spot-check pages and ensure that a ""Skip Navigation"" link is present upon tabbing through application and works as outlined.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL004.mp4,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL005,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/cc/#!home,Tabindex Found on Non-Interactive Element,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please remove _tabindex=""0""_ from the countdown timer in primary navigation. There is no reason for this element, which is non-interactive, to be focusable. I may wish to revisit this further in next audit to make some improvements on it, such as adding _role=""timer""_, but would like the opportunity to research it further.",Verify that extraneous _tabindex_ is removed and that the element no longer receives focus when tabbing.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL005.png,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL005,"4.1.1: Parsing (Obsolete in WCAG 2.2, Radancy Best Practice)",A,No major code errors,https://www.w3.org/WAI/WCAG22/Understanding/parsing,https://app.brazenconnect.com/cc/#!home,TODO: W3C Validation May Be Required in Future Audit,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Adding for sake of completion as it was called out multiple times by clients, that each page of the application should not have critical validation issues that impact accessibility when tested against the W3C validator (SC 4.1.1 Parsing). However, WCAG 2.2. recently dropped this success criteria because common issues should be presenting themselves in other forms of automated and manual testing that Radancy is performing, but certain companies (domestic and international) and government agencies, may still need to adhere to older policies and guidelines. For now, I'm making the executive decision to table this issue, but would like to revisit at later date, perhaps rolling it into another audit, like Color and Contrast, etc.",TBD,,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult""",Minor,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL006,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/cc/#!home,Tooltip Icons Are Not Accessible to Keyboard Users,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The Help icons which show a tooltip are inaccessible to keyboard and screen reader users, so I am strongly suggesting we rebuild these interactions or find a new add-on that does support access. Tooltips have a very messy and complicated history (read: https://sarahmhigley.com/writing/tooltips-in-wcag-21/) It has also been suggested by those in the accessibility community that a toggle is a better and more full proof approach. Here are a few examples: 

https://www.tpgi.com/simple-standalone-toggletip-widget-pattern/ 
https://codepen.io/aardrian/pen/NWpoVQd 

We can discuss this further during refinement of the ticket. This is also a global issue, so I will suppress further mention of it should the issue arise elsewhere throughout application. ",TBD,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL006.png ,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Tooltips"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL007,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,https://app.brazenconnect.com/cc/#!home,Mobile Menu Button Is Missing an Accessible Name,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please add _aria-label=""Menu""_ to the mobile menu button. Interactive elements should always include an accessible name (accName). 

This is likely a global issue, so will suppress if found elsewhere. ",Verify mobile menu toggle includes the suggested accName.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL007.png,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL008,1.1.1: Non-text Content,A,Provide text alternatives for non-text content,https://www.w3.org/WAI/WCAG22/Understanding/non-text-content,https://app.brazenconnect.com/cc/#!home,"Radancy Logo Is Obscured, Update Alternative Text Value","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The Radancy logo cannot be seen on mobile and appears to be obscured. Also, please remove ""logo"" from alt description. Where does this link take user? If this a functional image that takes user to home page, then it should say ""Radancy (Home)"". Let me know what it does, and I will give you more clear direction on what the alt text should say. If this image should not exist at all, please either remove it or set display: none so that the link is removed from the tab order on mobile.",Verify that images now has proper alternative text value.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL008.png,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL009,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://app.brazenconnect.com/cc/#!home,Page Spinner Not Announcing New Page/Content Loading.,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The page loading ""spinner"" does not appear to announce anything when navigating from page to page and probably should to indicate that new content is loading. I will need to investigate this further for best recommendation on how to handle, so please assign this to Michael Spellacy (Spell) when the time comes, and I will provide further direction.",Verify that page transitions are being announced to assistive technology.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL009.png,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL010,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!viewConnections;eventCode=LrNMp;eventStatus=OVER;userId=emunster3,Tablists Require Improvements to Be Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The tab component needs a lot of work to comply, especially where keyboard support is concerned. Disabled users have certain expectations as to how tabs should operate which Radancy is not meeting here. 

The list items are particularly problematic. 

*Before* 

{code}<li class=""active"" role=""tab"" aria-controls=""gwt-uid-5"" aria-label="""" aria-selected=""true""> 

<a href=""javascript:;"" data-toggle=""tab"" data-target=""tab-panel-0"" tabindex=""0"">Overview</a> 

</li>{code} 

*After* 

{code}<li class=""active"" role=""presentation""> 

<a aria-controls=""gwt-uid-5"" aria-selected=""true"" data-toggle=""tab"" data-target=""tab-panel-0"" href=""#"" id=""tab-item-01"" role=""tab"">Overview</a> 

</li>{code} 

*TODO* 

1. Add _role=""presentation""_ to each _li_. Since the _ul_ has _role=""tablist""_, this is no longer a normal list, but a tablist, so child elements must have their list semantics replaced with this role. Getting semantics correct is critical to help convey understanding of the structure being engaged with by people using assistive technology. 

2. Change _href=""javascript:;_ to _href=""#""_. For future-friendly enhancement I may ask for. Replacing with hash should not be an issue if return false is used on the link, which it likely is already. 

3. Move _role=""tab""_, _aria-controls_, and _aria-selected_ to the link itself. ARIA like this should never be used on non-interactive elements like _li_, unless tabindex is present. However, we want to avoid using _tabindex_ here so as to avoid a *double tab*, so moving these attributes to the link or button is always the best option. 

4. If _aria-label_ is not needed here, and I see no reason why it should be, then please remove it. 

5. Remove _tabindex_ from link. The tabindex is redundant and not required on interactive elements like _a_ or _button_ as they can *already be tabbed to without it*. 

6. Give each link a unique ID. For example, _id=""tab-item-01""_. This will be used by the content panel below the list. 

The tab panels themselves must be improved as well: 

*Before* 

{code}<div class=""tab-pane fade active in"" id=""gwt-uid-5"" role=""tabpanel"" aria-hidden=""false"" tabindex=""0""> ... </div>{code} 

*After* 

{code}<div class=""tab-pane fade active in"" id=""gwt-uid-5"" role=""tabpanel"" aria-hidden=""false"" aria-labelledby=""tab-item-01"" tabindex=""0""> ... </div>{code} 

1. Add _aria-labelledby_ to the tab panel and reference the ID of the newly added ID on the link. Doing so is good practice and provides context as to which tab is currently in use. 

Keyboard support needs *much* improvement here to comply. Arrow key support is an expectation here. 

1. When user presses the right or down arrow key, the focus should move from the active tab the user is currently on, to the inactive tab on the right, making the active and previous tab inactive. 

2. When the user presses the left or up arrow key, the focus should move from the active tab the user is currently on, to the inactive tab on the left, making the active and previous tab inactive. 

3. The tabs should cycle endlessly when tabbed though. In other words, moving left or right will bring user to an inactive tab, thereby making it active. 

4. Inactive tabs and panels should always be set to _tabindex=""-1""_, which currently appears to be present, so no action currently required. 

5. Tabbing from an active tab should bring user to the active tab panel only. This currently occurs but the focus is being suppressed here, which appears to be a much larger issue application wide. 

6. Tabbing from the active tab panel should bring user to the active tab only. This currently occurs but the focus is being suppressed here, which appears to be a much larger issue sitewide. 

Please see the pattern Radancy currently uses for many of its career site Tablists. The semantics and behavior are a good example of what the Hiring Events component should be striving for. See https://radancy.dev/component-library/tablist/ ","This one is likely to be complicated to address, so reach out to Michael Spellacy (Spell) for guidance. Spell should also conduct testing in QA or Staging environment, along with the Hiring Events team.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL010-1.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL010-2.png",,"""HE_Global_Issue"", ""Specialist_Support"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Tablist""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL011,1.1.1: Non-text Content,A,Provide text alternatives for non-text content,https://www.w3.org/WAI/WCAG22/Understanding/non-text-content,https://app.brazenconnect.com/app/events/lxZJn/identify-peer-group#!instructions;eventCode=lxZJn,Images Missing Meaningful Alternative Text,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","It appears that default alternative text has been placed on various images, particularly logos, and this seems to be common across the application. For example, on the Welcome screen, there is clearly the Brazen logo, but the alternative text says, ""Event logo"". Images should be accurately described, so I would expect ""Brazen Logo"" in this case, as this image is not functional but may still require alternative text to describe it to the end user.

My assumption here is that the default text is used because the admin does not seem to have the capability to include custom alternative text values. Perhaps the thinking of the Hiring Events team was that it's better to have some alternative text value than none, but this is not a good approach to accessibility. In accessibility, we aim to provide _equality_ across different viewing contexts, which we are not doing here. Therefore, I believe the best course of action now is to remove these generic alternative text values wherever they exist in the application, until the team can include a field to associate alternative text values with specific images. Should the team wish to eventually add this a feature to the admin, I will expect to be involved in early design phase to help steer in right direction and, of course, testing. ","Verify that superfluous alternative text is removed from images that may not require them (i.e., images with generic alternative text values)","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL011-1.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL011-2.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL011-3.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL011-4.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL011-5.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL011-6.png ",,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL012,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/lxZJn#!lobby;eventCode=lxZJn,Role Application Attribute Causing Various Keyboard and Assistive Technology Interference,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","There is a serious issue, globally, where the use of _role=""application""_ appears to be interfering with keyboard use across the _entire_ application. I believe that the primary culprit may be on the wrapper element _div[class=""page""]_, though it may exist elsewhere in the application, too. A developer who is familiar with the codebase will need to verify. For example: 

{code}<div class=""page booth-screen"" role=""application"" id=""BOOTH_PAGE_WIDGET""> … </div>{code}

According to MDN (https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/application_role): 

_The *application* role indicates to assistive technologies that an element and all its children should be treated like a *desktop* application, and *no traditional HTML interpretation techniques should be used*. This role should only be used to define very dynamic and desktop-like web applications. *Most mobile and desktop web apps are not considered applications for this purpose.*_

Regarding keyboard access, I have run into dozens of difficulties with navigating the site with arrow and shortcut keys. For example, when I have my screen reader on, I should be able to press the _H_ key to navigate all headings on a page but cannot. Similar occurs when pressing my _T_ key to navigate pages that may include data tables. 

It is therefore my recommendation that we remove this role _wherever_ it may be found across the application. I do not think that removing it will have a negative impact for non-disabled users and that the application will continue to work as it does now (we'll find out in regression tho), but the benefit it will bring to disabled and/or keyboard-only users will be significant and solve a lot of (but not all) of the keyboard issues I and past auditors appear to have been experiencing. This issue was also cited by other clients. ","Once removed, we will need to see if this solves many of the issues that have been experienced, application wide, during next audit.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL012.png,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Issue_Role_Application"", ""Issue_Datatable""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL013 ,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!booth;eventCode=LrqwkhD;boothCode=text-video-audio,Character Countdowns Not Announced to Assistive Technology,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Character countdowns are not announced to assistive technology. Likely this is going to need to be custom work. I envision this eventually working with _aria-live_ and then perhaps we populate the element with a message saying how many characters are left, possibly on a slight delay, after the last key up. Let’s discuss further as the time draws near to address it. ",Verify that remaining character count is announced by assistive technology.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL013.png",,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL014,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!booth;eventCode=LrqwkhD;boothCode=text-video-audio,Tooltips Across Application Are Not Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","This is just a note stating that tooltips used across the application are inaccessible to keyboard-only and assistive technology users. I think it will be best for us to treat this as a future roadmap improvement, as the work is likely to be extensive, rather than an accessibility bug, etc. When the time comes to tackle this problem, let's discuss it in more depth and I can then provide more details and resources for us to work towards a more viable solution that will benefit all users. I would also like the opportunity to reach out to the disability and accessibility communities to get their insights on best practices and solutions on this matter. Related to A11YGLOBAL006.",TBD,,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support"", ""Issue_Tooltips""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL015 ,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!lobby;eventCode=LrqwkhD,Toggle Switches Across Application Are Not Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Toggle switches across the application appear to have a couple of accessibility issues: 

1. The switches are missing focus states. It is very probable that focus is missing because the native element, _input[type=""checkbox""]_ is being hidden, while more aesthetically pleasing, custom controls are used to stand-in, which do not include a focus state. The custom control will therefore require a _custom_ outline here, like _outline: 2px solid #000;_. 

2. The toggle switch also does not appear to be reading back correctly. I am not hearing what I expect to hear and only hearing the state (on, off). We need to hear the label of the switch too, which is the date in this case. See https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL015.mp4.  

Please review the following guidance and examples on how to build a better toggle switch and replace *all* switches where similar concerns may be found.

https://www.w3.org/WAI/ARIA/apg/patterns/switch/ 

https://codepen.io/Spell/pen/JjgWqQE ",TBD,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL015.mp4,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support"", ""Issue_ToggleSwitch""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL016,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!repProfile;eventCode=LrqwkhD;profileEditMode=true,Comboboxes Across Application Are Not Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Many, if not all of the combobox components across the application require deeper analysis and will likely need to leverage a better component or to be rebuilt to be more accessible. For example, take the ""Time Zone"" autocomplete found on many forms. It is not keyboard accessible, nor does it appear to be implementing the required ARIA to make the component better understood to assistive technology users. In regards to ARIA specifically, I see the component missing vital attributes that make such components more accessible, such as _aria-describedby_, _aria-expanded_, _aria-haspopup_, _aria-autocomplete_, _role (combobox)_, and _aria-controls_.

To learn more about comboxes please visit https://www.w3.org/WAI/ARIA/apg/patterns/combobox/ 

Alternatively, we may also wish to see how far native HTML elements, like _datalist_, have come along and understand where their support stands with assistive technology in 2024. It may be easier to implement a native component than to instead rely on complex custom controls very few developers understand and risk breaking further in the future. See https://developer.mozilla.org/en-US/docs/Web/HTML/Element/datalist 

When the time comes, please assign this ticket back to Michael Spellacy for further guidance. We may also wish to handle this as a roadmap initiative, rather than a bug fix.",TBD,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL016.png",,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support"", ""Issue_Combobox""",Critical,Fail,Product Support,Failed in Preview,,,0
