ID,SC,Level,Synopsis,Understanding,Links,Summary,Environment,Issue,Testing,Screengrab,ProductNote,Labels,Impact,Status,Assignment,Implementation,Notes,JIRA,Estimate
A11YERP021,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/jobs?st=g69f13mop3fg,"Multiple Job Landing: ""View Role"" Links Not Keyboad Accessible","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The ""View Role"" links are not accessible to keyboard users. 
 
Before arriving at a solution, we need to ask ourselves whether hiding these critical links is even necessary. If there is no valid reason to hide them, it is *strongly* recommended that we allow these links to always remain visible. This is the easiest solution, and it would also resolve the issue of them being unavailable on mobile (was this even tested on mobile?).
 
However, the link must include an _href_ attribute so that it becomes keyboard-focusable, even if it means using a null value such as _href=""#""_. Links without an _href_ cannot be focused via keyboard, regardless of whether they are hidden or not. Adding _tabindex=""0""_ is not acceptable, as it removes the link’s native role and behavior.
 
If we want to retain the current behavior, then the CSS will likely need to be adjusted. Now, a wrapper element reveals a child element on _:hover_. In addition to _:hover_, we will need to include _:focus-within_ and remove display: none. Like a “skip link,” the child element should be visually hidden offscreen and brought into view when it receives hover or focus. See example here:
 
https://codepen.io/Spell/pen/QwyMYya 
 
Please set up a meeting with Michael Spellacy first, if we proceed with the second solution.","Using your keyboard, ensure that the links are now visible when tabbed to. Also ensure that hacks like _tabindex_ are not included, as this will strip the link of it's native semantics, creating confusion for assisitve technology users. Ensure links are readily available on mobile, as well. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP021.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Multiple_Jobs_Landing""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP022,Best Practice,BP,"The issues does not fail WCAG, but is a well-established and recommended design or usability best practice on the web",https://radancy.dev/uid/code-standards/,https://jobs.radancy.com/en/referral/-/-/34730/84784113856?firstbirdDomain=radancy&st=9pi582m9jm9i,Career Site: Referral Form Testing,NA,"This is just a brief note to indicate that career site forms require more testing but will likely fall to the Sites team to address any accessibility shortcomings. 
 
In the meantime, like other form types across our career sites, many issues are already being remediated by MagicBullet. a custom built accessibility patch; see https://radancy.dev/magicbullet/a11y/. 
 
This ticket should be assigned to Michael Spellacy.","Using your keyboard, ensure that the links are now visible when tabbed to. Also ensure that hacks like _tabindex_ are not included, as this will strip the link of it's native semantics, creating confusion for assisitve technology users. Ensure links are readily available on mobile, as well. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP022.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Career_Site""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YERP023,1.1.1: Non-text Content,A,Provide text alternatives for non-text content,https://www.w3.org/WAI/WCAG22/Understanding/non-text-content,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Company Logo Missing Alternative Text,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The client logo in the header is missing an alt text attribute and value. This is an informative image, so it should be described to the user.
 
*Before:*
 
{code}<img width=""182"" height=""45"" src=""https://api.qa-1brd.com/v1/companies/0e8db95d-27f9-4b09-9ff7-9374b1c0ebe5/logo"" style=""border-radius: 3px;"">code}
 
*After:* 
 
{code}<img alt=""Company Name logo"" width=""182"" height=""45"" src=""https://api.qa-1brd.com/v1/companies/0e8db95d-27f9-4b09-9ff7-9374b1c0ebe5/logo"" style=""border-radius: 3px;"">{code}",Ensure that image now includes an alt attribute with proper value. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP023.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP024,1.1.1: Non-text Content,A,Provide text alternatives for non-text content,https://www.w3.org/WAI/WCAG22/Understanding/non-text-content,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Hero Banner Missing Alternative Text,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The ""hero"" banner at the top of the page requires a ""null alt"". If no alternative text is required, then the image must include an empty an _alt_ attribute with no value. Null alts are very important in accessibility, as they essentially make non-essential images invisible to assistive technology, which is what we want an image that is non-informative to be. Failure to not add a null alt means the image's path could be read back to assistive technology user, which nobody wants. 
 
*Before:*
 
{code}<img class=""job-advert_company-hero-img"" src=""https://cdn.qa-1brd.com/images/default-job-header-720x235-5b-radancy.png"">{code}
 
*After:*
 
{code}<img alt="""" class=""job-advert_company-hero-img"" src=""https://cdn.qa-1brd.com/images/default-job-header-720x235-5b-radancy.png"">{code}",Ensure that image now includes an alt attribute with proper value (if any),https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP024.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP025,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Page Missing Primary Heading (H1),"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Please change the Job Title heading, which is currently an _h2_, to an _h1_. Upon changing this to an _h1_ please ensure that lower headings are also updated to avoid the skipping headings, which is not allowed. Proper heading structure and hierarchy help aid the overall understanding of the page. Getting basic HTML correct is the best thing one can do for their application in regard to accessibility. 
 
*Before:*
 
{code}<h2 class=""job-advert_heading""><span e2e=""jobTitle"">Propulsion Engineer</span></h2>{code}
 
*After:*
 
{code}<h1 class=""job-advert_heading""><span e2e=""jobTitle"">Propulsion Engineer</span></h1>{code}",Ensure that current heading is now an _h1_. Run page through Axe to see if any heading issues continue to be reported. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP025.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP026,3.1.1: Language of Page,A,Page has a language assigned,https://www.w3.org/WAI/WCAG22/Understanding/language-of-page,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Page Missing Language Declaration,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The opening _html_element is missing a _lang_ attribute. 
 
When configuring a screen reader, users select a default language. If the language of a webpage or app is not specified, the screen reader assumes the default language set by the user. Language settings become an issue for users who speak multiple languages and access website in more than one language. It is essential to specify a language and ensure that it is valid, so website text is pronounced correctly.
 
Screen readers use different sound libraries for each language, based on the pronunciation and characteristics of that language. Screen readers can switch between these language libraries easily, but only if the documents specify which language(s) to read and when. If the language is not specified, the screen reader reads the document in the user's default language, resulting in a strange accent! It is impossible to understand anything when screen readers are using the wrong language library.","Ensure that a _lang_ attribute is present on the opening HTML element. Be sure that it includes the proper, default language value (en or en-US). If the application is ever tanslated, it must contain proper ISO 639-1 language codes.",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP026.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP027,1.4.4: Resize text,AA,Text can be resized to 200% without loss of content or function,https://www.w3.org/WAI/WCAG22/Understanding/resize-text,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Meta Element Parameter Restricing Page Zoom,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The _user-scalable=""no""_ parameter inside the content attribute of _<meta name=""viewport"">_ element disables zooming on a page. The _maximum-scale parameter_ limits the amount the user can zoom. This is problematic for people with low vision who rely on screen magnifiers to properly see the contents of a web page. To remedy, please remove _user-scalable=""no""_. 
 
*Before:* 
 
{code}<meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1, user-scalable=no, viewport-fit=cover"">{code} 
 
*After:* 
 
{code{<meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1, viewport-fit=cover"">{code}","Verify that _user-scalable=""no""_ has been removed. Validate in Axe and also test with screen mgnification or mobile to see if user can zoom, etc.  ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP027.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP028,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Remove Navigation Role From Header,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Please remove _role=""navigation_ from the _header_ element. Overriding an element’s native role should be done rarely and with justified purpose and is generally not allowed. This is clearly a header and not a navigation. While the header does contain a single link, you should be using a nested _nav_ element were their multiple links in use. As it stands now, a single link is fine withing a header. 
 
*Before:*
 
{code}<header role=""navigation""> ... </header>{code}
 
*After:*
 
{code}<header > ... </header>{code}","Verify that _user-scalable=""no""_ has been removed. Validate in Axe and also test with screen mgnification or mobile to see if user can zoom, etc.  ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP028.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP029,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Proper Heading Required,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","There is _div_ on the page that is styled to look like a heading, but which is not. This element should be an _h2_. 
 
*Before:* 
 
{code}<div class=""person-badge_caption"">Hugo Plasternaff invites you to apply</div>{code}
 
*After:*
 
{code}<h2 class=""person-badge_caption"">Hugo Plasternaff invites you to apply</h2>{code}",Verify that _div_ is now an _h2_ heading. A simple code check will do. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP029.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP030,3.3.3: Error Suggestion,AA,Suggest fixes when users make errors,https://www.w3.org/WAI/WCAG22/Understanding/error-suggestion,"https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D

https://hyperdriveinnovations.qa-1brd.com/dashboard/jobs/active 

https://referrals.radancy.com/dashboard/job/58d3467a-e8f5-4dfd-8212-24228ecdd342 

",Job Referral Stepper: Personal Information Form Requires More Work,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","No immediate action required. Further analysis and discussion will be needed. Please consult with Michael Spellacy before sprint planning.
 
*Personal Information Form*
 
*Note:* Many of these same form issues were seen in other forms within the application, so consider this guidance for those as well, though each forms unique issues will be cited separately. 
 
1. Avoid _role=""alert""_ on individual field errors
 
Using _role=""alert""_ on each field error is disruptive and overwhelming for users, especially screen reader users.
 
Instead, use inline error messages with aria-describedby:
 
{code}<input ... aria-describedby=""error-id"">
 <span id=""error-id"">First Name is required.</span>{code}
 
On submission, focus should move to the first invalid field. A single _role=""alert""_ may be used at the top of the form for a general message, e.g.:
 
{code}<p role=""alert"">The form contains errors. Please correct them.</p>{code}
 
2. Use the native _required_ attribute
 
Form fields (input, select, etc.) should include the required attribute. The visual asterisk can remain but should be hidden from assistive technology:
 
{code}<label ... >First Name <span aria-hidden=""true"">*</span></label>
 
<input required ... >{code}
 
3. Form success messaging
 
After a successful submission, consider displaying a confirmation on the next page—e.g., “Step 1 completed successfully.” We may need UX input for the final messaging. If this is a multi-step process, make that clearly communicated so users understand where they are in the flow.
 
4. Submission issues with screen readers
 
In testing with NVDA and JAWS on Chrome, form submission behavior appeared inconsistent. May be impacting other browser/AT combos as well. This needs further investigation.
 
5. Form Instructions
 
At the top of each form, include instructional text such as: “Fields marked with an asterisk (*) are required.”*",TBD ,"https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP030-1.png 

https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP030-2.png ",,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP031,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Additional Information - Button Missing Accessible Name,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The phone number region disclosure button is missing an accessible name. Please provide one. 
 
*Before:*
 
{code}<button _ngcontent-ng-c2317085488="""" type=""button"" class=""intl-phone_flag btn __clear __l control-button app-dropdown_trigger"">{code}
 
*After:*
 
{code}<button _ngcontent-ng-c2317085488="""" aria-label=""Select Phone Number Region"" type=""button"" class=""intl-phone_flag btn __clear __l control-button app-dropdown_trigger"">{code}",Ensure that cited button now includes an accessible name. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP031.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP032,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Additional Information - Heading Adjustment Required,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver",The heading order is incorrect. Please see screengrab and make the necessary adjustments.,Ensure that cited button now includes an accessible name. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP032.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP033,2.4.7: Focus Visible,AA,Ensure keyboard focus is visible and clear,https://www.w3.org/WAI/WCAG22/Understanding/focus-visible,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Additional Information - Elements Missing Focus State,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The following elements are not showing a focus outline when tabbed to: 
 
1. Phone Region Button
2. Add Files Input
3. Finish Button
 
Please ensure they have one by removing either _outline: 0_ or _outline: none_ when focus is applied to it, etc. 
 
The ""Add Files..."" button may require an alternative approach to providing a focus outline since it is a custom component. Michael Spellacy can provide a possible solution here. Reach out during sprint planning. 
 
*Note:* As has been stated in other tickets, please only allow the browsers native focus state to be shown. Avoid customization unless it can be assured that the state of the button or new focus ring is meeting a 3:1 color contrast ratio with background it sits atop.",Use keyboard to tab to the button and see if the outline is present.  ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP033.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP034,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Additional Information - Add File Button Needs More Work,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The *Add Files...* upload button is problematic. When reached with a screen reader, it informs users that files can be uploaded but does not convey other critical information, such as the acceptable file types or file size limits. This information is essential and should be included using _aria-describedby_ on the _input_ element.
 
Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.",TBD  ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP034.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP035,3.3.1: Error Identification,A,Clearly identify input errors,https://www.w3.org/WAI/WCAG22/Understanding/error-identification,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Additional Information - Add File Button Needs More Work,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","As cited elsewhere in this audit (A11YERP030), use of _role=""alert""_ is not appropriate here. We also need to indicate that the checkbox is also required field. The same guidance suggested there, should be used here, as well. 
 
Ensure that checkbox has a required attribute and an asterisk indicating that it is required, though this can be hidden using _aria-hidden=""true""_. The _aria-describedby_ attribute can also be used here to connect the checkbox to the error and focus should be placed on the checkbox if users have not selected it.",Ensure that criteria outlined in issue has been remediated. Inspect code and use a screen reader to ensure all is working as recommended.,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP035.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP036,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: Additional Information - Add File Button Needs More Work,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Upon pressing the ""Finish Button"" the page reveals a success message that is not read aloud to assistive technology users. There are various ways to address this including _aria-live_, _role=""alert""_, or through focus management. 
 
Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.",Ensure that criteria outlined in issue has been remediated. Inspect code and use a screen reader to ensure all is working as recommended.,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP036.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP037,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: No Referral Found - Replace Page Heading,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Headings should only precede content on the page, not _be_ the content. If there is no content, you do not require a heading. Please remove the _h1_ and replace with _p_ or _div_ element. Styling can remain the same. See screengrab for more details.",Verify code and make sure heading has been replaced as recommended.,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP037.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP038,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://hyperdriveinnovations.qa-1brd.com/job/7e93621b-97c4-4114-ad4a-34084b582f7b?st=stk506iuoq5c&birdly=YmlyZGx5LWNsaWNrPWNhNmRlODAzLTc3YzYtNGNjNi1iM2JmLWFkN2JkNmE0Y2M0YiZiaXJkbHktaGFzaD1yakJWWA%3D%3D,Job Referral Stepper: All Steps - Replace Title Element With Specifc Values,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Whether we are arriving at a new page or the content of the page is being dynamically updated, the _title_ element must always reflect the page at hand. Assistive technology users rely on this to understand where they are or, if they leave the page and come back, the title of the page will be read back to them. For each page in the referral stepper, please ensure that each page has a unique title. For example: 
 
1. Job Title | Personal Information | Company Name
2. Job Title | Additional Information | Company Name
3. Job Title | Referral Complete | Company Name",Verify code and make sure heading has been replaced as recommended.,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP038.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP039,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://hyperdriveinnovations.qa-1brd.com/dashboard/jobs/active,Primary Search: Search Not Announcing Updates to Assistive Technology,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The primary search component on the ""Jobs"" page does not announce how many results have been found when user is finished typing or if no results are present. As is conveyed visually, so we must also convey to assistive technology users. The page will require _aria-live=""polite"" that we can pass messages into to update users. Example: 
 
If 4 jobs are found: 
 
{code}<div aria-live=""polite"">Total of 4 jobs.</div>{code}
 
If no jobs are found: 
 
{code}<div aria-live=""polite"">No jobs have been found.</div>{code}
 
Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.","Using a screen reader like NVDA or JAWS, navigate to the search input and begin typing in a query. As the results change on the page, so too should that be reflected in the announcement made to your screen reader. This should also include when no results have been found. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP039.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Referral_Stepper""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP040,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://hyperdriveinnovations.qa-1brd.com/dashboard/jobs/active,Primary Search: Input Field ARIA Incorrect,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The primary search needs more work to be in a better state of conformance. 
 
 *TODO*
 
1. A _placeholder_ attribute is being used to stand in as a visible label, which may or may not provide an accessible name. Please add an explicit attribute such as _aria-label=""Search for jobs""_ or similar.
 
2. The control includes ARIA roles and attributes suggesting it is a combobox, but no suggestion list appears when typing. If this is not a true combobox, please remove the following attributes: _role=""combobox""_, _aria-autocomplete=""list""_, _aria-expanded=""false""_, _aria-haspopup=""listbox""_, and _autocomplete=""off""_.
 
*Before:*
 
{code}<input type=""text"" e2e=""searchQuery"" class=""mat-mdc-autocomplete-trigger form-control ng-valid ng-dirty ng-touched"" placeholder=""Search by keyword or reference"" autocomplete=""off"" role=""combobox"" aria-autocomplete=""list"" aria-expanded=""false"" aria-haspopup=""listbox"">(code}
 
*After:*
 
{code}<input type=""text"" e2e=""searchQuery"" aria-placeholder=""Search for jobs"" class=""mat-mdc-autocomplete-trigger form-control ng-valid ng-dirty ng-touched"" placeholder=""Search by keyword or reference"">(code}",Verify with visual inspection and ensure that requested changes have been made. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP040.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Primary_Search""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP041,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://referrals.radancy.com/dashboard/job/1a000956-467e-433a-b69e-2cdb787a2753,Job Details: Heading Updates Required,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver",Please adjust the headings on the job details page. See screengrab for more details.,Verify with visual inspection and ensure that requested changes have been made. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP041.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Easy"", ""Job_Details""",Critical,Fail,Product Support,Failed in Preview,,,0
